time,pressure
0:07:24,1006.602
0:07:25,1006.607
0:07:26,1006.605
0:07:27,1006.61
0:07:28,1006.616
0:07:29,1006.615
0:07:30,1006.615
0:07:31,1006.601
0:07:32,1006.61
0:07:33,1006.605
0:07:34,1006.606
0:07:35,1006.615
0:07:36,1006.608
0:07:37,1006.603
0:07:38,1006.61
0:07:39,1006.594
0:07:40,1006.606
0:07:41,1006.612
0:07:42,1006.603
0:07:43,1006.599
0:07:44,1006.605
0:07:45,1006.605
0:07:46,1006.598
0:07:47,1006.605
0:07:48,1006.603
0:07:49,1006.606
0:07:50,1006.608
0:07:51,1006.599
0:07:52,1006.599
0:07:53,1006.599
0:07:54,1006.594
0:07:55,1006.603
0:07:56,1006.603
0:07:57,1006.599
0:07:58,1006.601
0:07:59,1006.611
0:08:00,1006.605
0:08:01,1006.599
0:08:02,1006.61
0:08:03,1006.604
0:08:04,1006.596
0:08:05,1006.604
0:08:06,1006.605
0:08:07,1006.599
0:08:08,1006.599
0:08:09,1006.608
0:08:10,1006.599
0:08:11,1006.608
0:08:12,1006.601
0:08:13,1006.603
0:08:14,1006.608
0:08:15,1006.605
0:08:16,1006.612
0:08:17,1006.605
0:08:18,1006.603
0:08:19,1006.598
0:08:20,1006.606
0:08:21,1006.618
0:08:22,1006.606
0:08:23,1006.611
0:08:24,1006.603
0:08:25,1006.61
0:08:26,1006.603
0:08:27,1006.602
0:08:28,1006.601
0:08:29,1006.606
0:08:30,1006.608
0:08:31,1006.608
0:08:32,1006.608
0:08:33,1006.602
0:08:34,1006.606
0:08:35,1006.61
0:08:36,1006.608
0:08:37,1006.605
0:08:38,1006.601
0:08:39,1006.602
0:08:40,1006.601
0:08:41,1006.605
0:08:42,1006.596
0:08:43,1006.605
0:08:44,1006.604
0:08:45,1006.604
0:08:46,1006.599
0:08:47,1006.611
0:08:48,1006.599
0:08:49,1006.599
0:08:50,1006.599
0:08:51,1006.603
0:08:52,1006.606
0:08:53,1006.599
0:08:54,1006.601
0:08:55,1006.599
0:08:56,1006.596
0:08:57,1006.603
0:08:58,1006.594
0:08:59,1006.598
0:09:00,1006.608
0:09:01,1006.601
0:09:02,1006.597
0:09:03,1006.596
0:09:04,1006.599
0:09:05,1006.602
0:09:06,1006.608
0:09:07,1006.603
0:09:08,1006.604
0:09:09,1006.61
0:09:10,1006.61
0:09:11,1006.599
0:09:12,1006.613
0:09:13,1006.599
0:09:14,1006.608
0:09:15,1006.603
0:09:16,1006.608
0:09:17,1006.605
0:09:18,1006.601
0:09:19,1006.594
0:09:20,1006.599
0:09:21,1006.598
0:09:22,1006.598
0:09:23,1006.608
0:09:24,1006.594
0:09:25,1006.603
0:09:26,1006.594
0:09:27,1006.591
0:09:28,1006.589
0:09:29,1006.589
0:09:30,1006.596
0:09:31,1006.596
0:09:32,1006.596
0:09:33,1006.596
0:09:34,1006.593
0:09:35,1006.596
0:09:36,1006.602
0:09:37,1006.605
0:09:38,1006.601
0:09:39,1006.601
0:09:40,1006.599
0:09:41,1006.606
0:09:42,1006.601
0:09:43,1006.599
0:09:44,1006.603
0:09:45,1006.599
0:09:46,1006.608
0:09:47,1006.608
0:09:48,1006.605
0:09:49,1006.608
0:09:50,1006.594
0:09:51,1006.608
0:09:52,1006.599
0:09:53,1006.599
0:09:54,1006.596
0:09:55,1006.608
0:09:56,1006.603
0:09:57,1006.608
0:09:58,1006.596
0:09:59,1006.601
0:10:00,1006.602
0:10:01,1006.606
0:10:02,1006.597
0:10:03,1006.596
0:10:04,1006.608
0:10:05,1006.605
0:10:06,1006.599
0:10:07,1006.605
0:10:08,1006.605
0:10:09,1006.601
0:10:10,1006.596
0:10:11,1006.594
0:10:12,1006.608
0:10:13,1006.611
0:10:14,1006.606
0:10:15,1006.61
0:10:16,1006.611
0:10:17,1006.608
0:10:18,1006.594
0:10:19,1006.594
0:10:20,1006.596
0:10:21,1006.596
0:10:22,1006.605
0:10:23,1006.603
0:10:24,1006.603
0:10:25,1006.602
0:10:26,1006.605
0:10:27,1006.611
0:10:28,1006.611
0:10:29,1006.596
0:10:30,1006.599
0:10:31,1006.596
0:10:32,1006.605
0:10:33,1006.605
0:10:34,1006.603
0:10:35,1006.603
0:10:36,1006.596
0:10:37,1006.608
0:10:38,1006.598
0:10:39,1006.601
0:10:40,1006.596
0:10:41,1006.594
0:10:42,1006.599
0:10:43,1006.601
0:10:44,1006.591
0:10:45,1006.596
0:10:46,1006.599
0:10:47,1006.596
0:10:48,1006.604
0:10:49,1006.599
0:10:50,1006.601
0:10:51,1006.603
0:10:52,1006.596
0:10:53,1006.594
0:10:54,1006.601
0:10:55,1006.605
0:10:56,1006.599
0:10:57,1006.596
0:10:58,1006.599
0:10:59,1006.605
0:11:00,1006.603
0:11:01,1006.601
0:11:02,1006.596
0:11:03,1006.596
0:11:04,1006.603
0:11:05,1006.599
0:11:06,1006.608
0:11:07,1006.601
0:11:08,1006.599
0:11:09,1006.597
0:11:10,1006.593
0:11:11,1006.593
0:11:12,1006.589
0:11:13,1006.594
0:11:14,1006.589
0:11:15,1006.596
0:11:16,1006.601
0:11:17,1006.596
0:11:18,1006.601
0:11:19,1006.601
0:11:20,1006.596
0:11:21,1006.599
0:11:22,1006.594
0:11:23,1006.596
0:11:24,1006.594
0:11:25,1006.599
0:11:26,1006.603
0:11:27,1006.606
0:11:28,1006.604
0:11:29,1006.605
0:11:30,1006.599
0:11:31,1006.604
0:11:32,1006.611
0:11:33,1006.601
0:11:34,1006.591
0:11:35,1006.605
0:11:36,1006.608
0:11:37,1006.605
0:11:38,1006.601
0:11:39,1006.605
0:11:40,1006.599
0:11:41,1006.605
0:11:42,1006.601
0:11:43,1006.594
0:11:44,1006.596
0:11:45,1006.608
0:11:46,1006.603
0:11:47,1006.605
0:11:48,1006.605
0:11:49,1006.602
0:11:50,1006.599
0:11:51,1006.596
0:11:52,1006.599
0:11:53,1006.598
0:11:54,1006.596
0:11:55,1006.599
0:11:56,1006.593
0:11:57,1006.603
0:11:58,1006.606
0:11:59,1006.604
0:12:00,1006.596
0:12:01,1006.601
0:12:02,1006.593
0:12:03,1006.605
0:12:04,1006.599
0:12:05,1006.605
0:12:06,1006.601
0:12:07,1006.599
0:12:08,1006.601
0:12:09,1006.601
0:12:10,1006.603
0:12:11,1006.596
0:12:12,1006.599
0:12:13,1006.608
0:12:14,1006.597
0:12:15,1006.593
0:12:16,1006.599
0:12:17,1006.596
0:12:18,1006.604
0:12:19,1006.596
0:12:20,1006.598
0:12:21,1006.593
0:12:22,1006.599
0:12:23,1006.593
0:12:24,1006.603
0:12:25,1006.608
0:12:26,1006.599
0:12:27,1006.596
0:12:28,1006.596
0:12:29,1006.596
0:12:30,1006.601
0:12:31,1006.599
0:12:32,1006.605
0:12:33,1006.604
0:12:34,1006.599
0:12:35,1006.601
0:12:36,1006.601
0:12:37,1006.599
0:12:38,1006.601
0:12:39,1006.593
0:12:40,1006.591
0:12:41,1006.594
0:12:42,1006.596
0:12:43,1006.601
0:12:44,1006.596
0:12:45,1006.605
0:12:46,1006.603
0:12:47,1006.593
0:12:48,1006.594
0:12:49,1006.596
0:12:50,1006.599
0:12:51,1006.608
0:12:52,1006.603
0:12:53,1006.608
0:12:54,1006.598
0:12:55,1006.604
0:12:56,1006.601
0:12:57,1006.599
0:12:58,1006.599
0:12:59,1006.596
0:13:00,1006.596
0:13:01,1006.596
0:13:02,1006.596
0:13:03,1006.601
0:13:04,1006.603
0:13:05,1006.601
0:13:06,1006.599
0:13:07,1006.596
0:13:08,1006.601
0:13:09,1006.591
0:13:10,1006.596
0:13:11,1006.596
0:13:12,1006.596
0:13:13,1006.599
0:13:14,1006.596
0:13:15,1006.593
0:13:16,1006.603
0:13:17,1006.596
0:13:18,1006.601
0:13:19,1006.589
0:13:20,1006.603
0:13:21,1006.594
0:13:22,1006.599
0:13:23,1006.596
0:13:24,1006.601
0:13:25,1006.594
0:13:26,1006.596
0:13:27,1006.593
0:13:28,1006.594
0:13:29,1006.599
0:13:30,1006.59
0:13:31,1006.589
0:13:32,1006.582
0:13:33,1006.582
0:13:34,1006.593
0:13:35,1006.596
0:13:36,1006.589
0:13:37,1006.599
0:13:38,1006.599
0:13:39,1006.592
0:13:40,1006.592
0:13:41,1006.593
0:13:42,1006.584
0:13:43,1006.589
0:13:44,1006.592
0:13:45,1006.584
0:13:46,1006.584
0:13:47,1006.58
0:13:48,1006.593
0:13:49,1006.587
0:13:50,1006.593
0:13:51,1006.584
0:13:52,1006.589
0:13:53,1006.589
0:13:54,1006.586
0:13:55,1006.585
0:13:56,1006.583
0:13:57,1006.593
0:13:58,1006.584
0:13:59,1006.58
0:14:00,1006.592
0:14:01,1006.585
0:14:02,1006.577
0:14:03,1006.582
0:14:04,1006.584
0:14:05,1006.589
0:14:06,1006.583
0:14:07,1006.589
0:14:08,1006.589
0:14:09,1006.587
0:14:10,1006.591
0:14:11,1006.594
0:14:12,1006.584
0:14:13,1006.584
0:14:14,1006.573
0:14:15,1006.588
0:14:16,1006.589
0:14:17,1006.591
0:14:18,1006.584
0:14:19,1006.576
0:14:20,1006.58
0:14:21,1006.579
0:14:22,1006.575
0:14:23,1006.576
0:14:24,1006.576
0:14:25,1006.58
0:14:26,1006.576
0:14:27,1006.579
0:14:28,1006.573
0:14:29,1006.579
0:14:30,1006.576
0:14:31,1006.579
0:14:32,1006.579
0:14:33,1006.579
0:14:34,1006.579
0:14:35,1006.576
0:14:36,1006.573
0:14:37,1006.576
0:14:38,1006.573
0:14:39,1006.573
0:14:40,1006.576
0:14:41,1006.573
0:14:42,1006.571
0:14:43,1006.576
0:14:44,1006.565
0:14:45,1006.568
0:14:46,1006.571
0:14:47,1006.576
0:14:48,1006.574
0:14:49,1006.568
0:14:50,1006.568
0:14:51,1006.576
0:14:52,1006.573
0:14:53,1006.568
0:14:54,1006.571
0:14:55,1006.568
0:14:56,1006.561
0:14:57,1006.572
0:14:58,1006.576
0:14:59,1006.578
0:15:00,1006.564
0:15:01,1006.573
0:15:02,1006.571
0:15:03,1006.568
0:15:04,1006.568
0:15:05,1006.571
0:15:06,1006.564
0:15:07,1006.568
0:15:08,1006.565
0:15:09,1006.568
0:15:10,1006.564
0:15:11,1006.564
0:15:12,1006.568
0:15:13,1006.568
0:15:14,1006.564
0:15:15,1006.562
0:15:16,1006.556
0:15:17,1006.567
0:15:18,1006.571
0:15:19,1006.564
0:15:20,1006.555
0:15:21,1006.567
0:15:22,1006.567
0:15:23,1006.564
0:15:24,1006.556
0:15:25,1006.567
0:15:26,1006.567
0:15:27,1006.556
0:15:28,1006.564
0:15:29,1006.564
0:15:30,1006.564
0:15:31,1006.559
0:15:32,1006.557
0:15:33,1006.562
0:15:34,1006.567
0:15:35,1006.559
0:15:36,1006.557
0:15:37,1006.559
0:15:38,1006.562
0:15:39,1006.562
0:15:40,1006.559
0:15:41,1006.559
0:15:42,1006.559
0:15:43,1006.559
0:15:44,1006.564
0:15:45,1006.557
0:15:46,1006.557
0:15:47,1006.561
0:15:48,1006.562
0:15:49,1006.559
0:15:50,1006.555
0:15:51,1006.557
0:15:52,1006.562
0:15:53,1006.562
0:15:54,1006.559
0:15:55,1006.555
0:15:56,1006.562
0:15:57,1006.556
0:15:58,1006.562
0:15:59,1006.562
0:16:00,1006.562
0:16:01,1006.562
0:16:02,1006.562
0:16:03,1006.559
0:16:04,1006.562
0:16:05,1006.567
0:16:06,1006.562
0:16:07,1006.559
0:16:08,1006.559
0:16:09,1006.569
0:16:10,1006.562
0:16:11,1006.552
0:16:12,1006.555
0:16:13,1006.559
0:16:14,1006.559
0:16:15,1006.555
0:16:16,1006.562
0:16:17,1006.562
0:16:18,1006.559
0:16:19,1006.559
0:16:20,1006.562
0:16:21,1006.559
0:16:22,1006.559
0:16:23,1006.564
0:16:24,1006.559
0:16:25,1006.557
0:16:26,1006.559
0:16:27,1006.562
0:16:28,1006.559
0:16:29,1006.55
0:16:30,1006.559
0:16:31,1006.559
0:16:32,1006.555
0:16:33,1006.555
0:16:34,1006.548
0:16:35,1006.556
0:16:36,1006.557
0:16:37,1006.562
0:16:38,1006.562
0:16:39,1006.555
0:16:40,1006.556
0:16:41,1006.559
0:16:42,1006.559
0:16:43,1006.556
0:16:44,1006.557
0:16:45,1006.562
0:16:46,1006.562
0:16:47,1006.559
0:16:48,1006.553
0:16:49,1006.557
0:16:50,1006.562
0:16:51,1006.559
0:16:52,1006.556
0:16:53,1006.559
0:16:54,1006.559
0:16:55,1006.562
0:16:56,1006.555
0:16:57,1006.55
0:16:58,1006.555
0:16:59,1006.555
0:17:00,1006.559
0:17:01,1006.549
0:17:02,1006.547
0:17:03,1006.55
0:17:04,1006.55
0:17:05,1006.552
0:17:06,1006.546
0:17:07,1006.553
0:17:08,1006.547
0:17:09,1006.546
0:17:10,1006.543
0:17:11,1006.553
0:17:12,1006.55
0:17:13,1006.541
0:17:14,1006.547
0:17:15,1006.545
0:17:16,1006.546
0:17:17,1006.538
0:17:18,1006.541
0:17:19,1006.553
0:17:20,1006.543
0:17:21,1006.541
0:17:22,1006.536
0:17:23,1006.546
0:17:24,1006.543
0:17:25,1006.54
0:17:26,1006.538
0:17:27,1006.535
0:17:28,1006.543
0:17:29,1006.534
0:17:30,1006.541
0:17:31,1006.541
0:17:32,1006.538
0:17:33,1006.54
0:17:34,1006.531
0:17:35,1006.536
0:17:36,1006.54
0:17:37,1006.541
0:17:38,1006.538
0:17:39,1006.534
0:17:40,1006.538
0:17:41,1006.529
0:17:42,1006.529
0:17:43,1006.529
0:17:44,1006.529
0:17:45,1006.529
0:17:46,1006.529
0:17:47,1006.538
0:17:48,1006.529
0:17:49,1006.529
0:17:50,1006.525
0:17:51,1006.534
0:17:52,1006.534
0:17:53,1006.534
0:17:54,1006.529
0:17:55,1006.531
0:17:56,1006.526
0:17:57,1006.534
0:17:58,1006.531
0:17:59,1006.525
0:18:00,1006.531
0:18:01,1006.525
0:18:02,1006.522
0:18:03,1006.525
0:18:04,1006.525
0:18:05,1006.519
0:18:06,1006.517
0:18:07,1006.515
0:18:08,1006.517
0:18:09,1006.522
0:18:10,1006.519
0:18:11,1006.519
0:18:12,1006.519
0:18:13,1006.515
0:18:14,1006.51
0:18:15,1006.517
0:18:16,1006.522
0:18:17,1006.515
0:18:18,1006.51
0:18:19,1006.519
0:18:20,1006.519
0:18:21,1006.508
0:18:22,1006.517
0:18:23,1006.513
0:18:24,1006.513
0:18:25,1006.515
0:18:26,1006.51
0:18:27,1006.506
0:18:28,1006.508
0:18:29,1006.507
0:18:30,1006.51
0:18:31,1006.51
0:18:32,1006.503
0:18:33,1006.504
0:18:34,1006.504
0:18:35,1006.51
0:18:36,1006.51
0:18:37,1006.503
0:18:38,1006.508
0:18:39,1006.51
0:18:40,1006.504
0:18:41,1006.51
0:18:42,1006.513
0:18:43,1006.504
0:18:44,1006.508
0:18:45,1006.501
0:18:46,1006.506
0:18:47,1006.51
0:18:48,1006.501
0:18:49,1006.508
0:18:50,1006.496
0:18:51,1006.506
0:18:52,1006.503
0:18:53,1006.503
0:18:54,1006.498
0:18:55,1006.503
0:18:56,1006.504
0:18:57,1006.503
0:18:58,1006.503
0:18:59,1006.504
0:19:00,1006.503
0:19:01,1006.503
0:19:02,1006.494
0:19:03,1006.504
0:19:04,1006.498
0:19:05,1006.494
0:19:06,1006.496
0:19:07,1006.487
0:19:08,1006.501
0:19:09,1006.498
0:19:10,1006.494
0:19:11,1006.492
0:19:12,1006.498
0:19:13,1006.494
0:19:14,1006.487
0:19:15,1006.498
0:19:16,1006.498
0:19:17,1006.496
0:19:18,1006.494
0:19:19,1006.494
0:19:20,1006.494
0:19:21,1006.494
0:19:22,1006.489
0:19:23,1006.489
0:19:24,1006.494
0:19:25,1006.494
0:19:26,1006.487
0:19:27,1006.482
0:19:28,1006.479
0:19:29,1006.486
0:19:30,1006.489
0:19:31,1006.486
0:19:32,1006.482
0:19:33,1006.482
0:19:34,1006.482
0:19:35,1006.489
0:19:36,1006.48
0:19:37,1006.484
0:19:38,1006.486
0:19:39,1006.475
0:19:40,1006.478
0:19:41,1006.482
0:19:42,1006.478
0:19:43,1006.475
0:19:44,1006.48
0:19:45,1006.481
0:19:46,1006.478
0:19:47,1006.478
0:19:48,1006.473
0:19:49,1006.473
0:19:50,1006.483
0:19:51,1006.478
0:19:52,1006.473
0:19:53,1006.468
0:19:54,1006.473
0:19:55,1006.473
0:19:56,1006.473
0:19:57,1006.473
0:19:58,1006.48
0:19:59,1006.473
0:20:00,1006.47
0:20:01,1006.47
0:20:02,1006.47
0:20:03,1006.471
0:20:04,1006.47
0:20:05,1006.47
0:20:06,1006.468
0:20:07,1006.47
0:20:08,1006.478
0:20:09,1006.473
0:20:10,1006.47
0:20:11,1006.47
0:20:12,1006.471
0:20:13,1006.475
0:20:14,1006.478
0:20:15,1006.47
0:20:16,1006.473
0:20:17,1006.473
0:20:18,1006.478
0:20:19,1006.478
0:20:20,1006.47
0:20:21,1006.478
0:20:22,1006.47
0:20:23,1006.475
0:20:24,1006.47
0:20:25,1006.466
0:20:26,1006.466
0:20:27,1006.466
0:20:28,1006.469
0:20:29,1006.464
0:20:30,1006.466
0:20:31,1006.461
0:20:32,1006.461
0:20:33,1006.463
0:20:34,1006.466
0:20:35,1006.47
0:20:36,1006.463
0:20:37,1006.461
0:20:38,1006.468
0:20:39,1006.468
0:20:40,1006.47
0:20:41,1006.466
0:20:42,1006.47
0:20:43,1006.47
0:20:44,1006.466
0:20:45,1006.468
0:20:46,1006.47
0:20:47,1006.473
0:20:48,1006.466
0:20:49,1006.469
0:20:50,1006.461
0:20:51,1006.466
0:20:52,1006.466
0:20:53,1006.466
0:20:54,1006.466
0:20:55,1006.469
0:20:56,1006.466
0:20:57,1006.466
0:20:58,1006.466
0:20:59,1006.469
0:21:00,1006.464
0:21:01,1006.464
0:21:02,1006.469
0:21:03,1006.46
0:21:04,1006.455
0:21:05,1006.452
0:21:06,1006.457
0:21:07,1006.455
0:21:08,1006.452
0:21:09,1006.455
0:21:10,1006.449
0:21:11,1006.454
0:21:12,1006.449
0:21:13,1006.452
0:21:14,1006.457
0:21:15,1006.452
0:21:16,1006.449
0:21:17,1006.452
0:21:18,1006.452
0:21:19,1006.455
0:21:20,1006.449
0:21:21,1006.448
0:21:22,1006.455
0:21:23,1006.452
0:21:24,1006.445
0:21:25,1006.452
0:21:26,1006.449
0:21:27,1006.443
0:21:28,1006.452
0:21:29,1006.452
0:21:30,1006.452
0:21:31,1006.452
0:21:32,1006.445
0:21:33,1006.445
0:21:34,1006.449
0:21:35,1006.455
0:21:36,1006.445
0:21:37,1006.452
0:21:38,1006.448
0:21:39,1006.44
0:21:40,1006.436
0:21:41,1006.449
0:21:42,1006.449
0:21:43,1006.44
0:21:44,1006.445
0:21:45,1006.445
0:21:46,1006.44
0:21:47,1006.448
0:21:48,1006.436
0:21:49,1006.44
0:21:50,1006.436
0:21:51,1006.436
